Condition,Session,Individual,Group,Gender,BreakfastToday,BreakfastUsually,HowHungry,Q1,Q2,Q3,Q4P,Q5P,Q1NP,Q2NP,Q3NP,Contribution,Punishment Sent,Punishment Received,Initial Payoff,Final Payoff,Group Contribution,Group Share,Total Payoff,Participant Number,Punishment First,Punishment Round,Questions Correct,Punishment Questions Correct,Non Punishment Questions Correct,Trial Number,Condition Name,TimeContribution,TimePunishment
0,4,27,19,M,0,1,7,0,0,0,1,1,1,1,0,0,-,-,-,22,4,2,294,73,Y,N,0.5,1,0.333333333,16,No Breakfast,3,NA
0,4,27,19,M,0,1,7,0,0,0,1,1,1,1,0,10,-,-,-,15,15,5,294,73,Y,N,0.5,1,0.333333333,17,No Breakfast,3,NA
0,4,27,19,M,0,1,7,0,0,0,1,1,1,1,0,0,-,-,-,29,26,9,294,73,Y,N,0.5,1,0.333333333,18,No Breakfast,3,NA
0,4,27,19,M,0,1,7,0,0,0,1,1,1,1,0,0,-,-,-,31,30,11,294,73,Y,N,0.5,1,0.333333333,19,No Breakfast,3,NA
0,4,27,19,M,0,1,7,0,0,0,1,1,1,1,0,0,-,-,-,25,13,5,294,73,Y,N,0.5,1,0.333333333,20,No Breakfast,3,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,10,0,2,22,20,35,12,344,74,Y,Y,0.375,1,0.166666667,1,No Breakfast,15,34
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,15,1,20,21,0,46,16,344,74,Y,Y,0.375,1,0.166666667,2,No Breakfast,12,13
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,20,0,10,19,9,54,19,344,74,Y,Y,0.375,1,0.166666667,3,No Breakfast,6,7
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,5,1,3,28,24,37,13,344,74,Y,Y,0.375,1,0.166666667,4,No Breakfast,6,17
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,15,3,12,24,9,55,19,344,74,Y,Y,0.375,1,0.166666667,5,No Breakfast,5,8
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,20,3,6,24,15,68,24,344,74,Y,Y,0.375,1,0.166666667,6,No Breakfast,6,9
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,5,2,34,22,0,20,7,344,74,Y,Y,0.375,1,0.166666667,7,No Breakfast,7,9
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,0,10,15,32,7,35,12,344,74,Y,Y,0.375,1,0.166666667,8,No Breakfast,4,14
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,9,6,0,23,17,34,12,344,74,Y,Y,0.375,1,0.166666667,9,No Breakfast,8,12
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,5,1,0,28,27,36,13,344,74,Y,Y,0.375,1,0.166666667,10,No Breakfast,7,12
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,5,-,-,-,29,40,14,344,74,Y,N,0.375,1,0.166666667,11,No Breakfast,11,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,6,-,-,-,27,36,13,344,74,Y,N,0.375,1,0.166666667,12,No Breakfast,4,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,10,-,-,-,16,17,6,344,74,Y,N,0.375,1,0.166666667,13,No Breakfast,5,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,9,-,-,-,22,31,11,344,74,Y,N,0.375,1,0.166666667,14,No Breakfast,5,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,4,-,-,-,21,15,5,344,74,Y,N,0.375,1,0.166666667,15,No Breakfast,5,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,0,-,-,-,22,4,2,344,74,Y,N,0.375,1,0.166666667,16,No Breakfast,3,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,0,-,-,-,25,15,5,344,74,Y,N,0.375,1,0.166666667,17,No Breakfast,4,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,14,-,-,-,15,26,9,344,74,Y,N,0.375,1,0.166666667,18,No Breakfast,4,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,9,-,-,-,22,30,11,344,74,Y,N,0.375,1,0.166666667,19,No Breakfast,4,NA
0,4,12,19,F,0,1,5,0,0,0,1,1,0,0,1,8,-,-,-,17,13,5,344,74,Y,N,0.375,1,0.166666667,20,No Breakfast,4,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,0,4,0,32,28,35,12,372,75,Y,Y,0.75,0,1,1,No Breakfast,19,86
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,5,31,0,31,0,46,16,372,75,Y,Y,0.75,0,1,2,No Breakfast,24,35
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,7,10,0,32,22,54,19,372,75,Y,Y,0.75,0,1,3,No Breakfast,11,14
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,7,0,6,26,20,37,13,372,75,Y,Y,0.75,0,1,4,No Breakfast,6,21
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,10,15,9,29,5,55,19,372,75,Y,Y,0.75,0,1,5,No Breakfast,5,8
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,15,9,6,29,14,68,24,372,75,Y,Y,0.75,0,1,6,No Breakfast,11,9
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,15,5,7,12,0,20,7,372,75,Y,Y,0.75,0,1,7,No Breakfast,3,21
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,0,0,15,32,17,35,12,372,75,Y,Y,0.75,0,1,8,No Breakfast,3,9
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,0,8,6,32,18,34,12,372,75,Y,Y,0.75,0,1,9,No Breakfast,5,16
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,0,6,3,33,24,36,13,372,75,Y,Y,0.75,0,1,10,No Breakfast,3,18
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,10,-,-,-,24,40,14,372,75,Y,N,0.75,0,1,11,No Breakfast,11,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,0,-,-,-,33,36,13,372,75,Y,N,0.75,0,1,12,No Breakfast,6,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,0,-,-,-,26,17,6,372,75,Y,N,0.75,0,1,13,No Breakfast,4,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,7,-,-,-,24,31,11,372,75,Y,N,0.75,0,1,14,No Breakfast,9,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,0,-,-,-,25,15,5,372,75,Y,N,0.75,0,1,15,No Breakfast,6,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,0,-,-,-,22,4,2,372,75,Y,N,0.75,0,1,16,No Breakfast,3,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,5,-,-,-,20,15,5,372,75,Y,N,0.75,0,1,17,No Breakfast,3,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,10,-,-,-,19,26,9,372,75,Y,N,0.75,0,1,18,No Breakfast,4,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,20,-,-,-,11,30,11,372,75,Y,N,0.75,0,1,19,No Breakfast,3,NA
0,4,9,19,F,0,1,7,1,1,1,0,0,1,1,1,5,-,-,-,20,13,5,372,75,Y,N,0.75,0,1,20,No Breakfast,2,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,5,0,3,27,24,35,12,364,76,Y,Y,1,1,1,1,No Breakfast,38,23
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,6,0,18,30,12,46,16,364,76,Y,Y,1,1,1,2,No Breakfast,5,32
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,7,0,0,32,32,54,19,364,76,Y,Y,1,1,1,3,No Breakfast,16,53
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,10,0,2,23,21,37,13,364,76,Y,Y,1,1,1,4,No Breakfast,6,30
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,10,0,24,29,5,55,19,364,76,Y,Y,1,1,1,5,No Breakfast,6,11
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,15,0,15,29,14,68,24,364,76,Y,Y,1,1,1,6,No Breakfast,9,9
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,0,4,33,27,0,20,7,364,76,Y,Y,1,1,1,7,No Breakfast,5,19
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,15,10,10,17,0,35,12,364,76,Y,Y,1,1,1,8,No Breakfast,6,12
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,15,0,14,17,3,34,12,364,76,Y,Y,1,1,1,9,No Breakfast,7,18
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,15,0,6,18,12,36,13,364,76,Y,Y,1,1,1,10,No Breakfast,4,7
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,5,-,-,-,29,40,14,364,76,Y,N,1,1,1,11,No Breakfast,10,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,10,-,-,-,23,36,13,364,76,Y,N,1,1,1,12,No Breakfast,7,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,7,-,-,-,19,17,6,364,76,Y,N,1,1,1,13,No Breakfast,13,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,5,-,-,-,26,31,11,364,76,Y,N,1,1,1,14,No Breakfast,5,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,6,-,-,-,19,15,5,364,76,Y,N,1,1,1,15,No Breakfast,4,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,4,-,-,-,18,4,2,364,76,Y,N,1,1,1,16,No Breakfast,7,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,0,-,-,-,25,15,5,364,76,Y,N,1,1,1,17,No Breakfast,3,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,2,-,-,-,27,26,9,364,76,Y,N,1,1,1,18,No Breakfast,4,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,1,-,-,-,30,30,11,364,76,Y,N,1,1,1,19,No Breakfast,4,NA
0,4,34,19,F,0,1,7,1,1,1,1,1,1,1,1,0,-,-,-,25,13,5,364,76,Y,N,1,1,1,20,No Breakfast,4,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,15,1,4,19,14,40,14,363,77,N,Y,0.375,0.5,0.333333333,1,Breakfast,10,14
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,16,0,0,20,20,45,16,363,77,N,Y,0.375,0.5,0.333333333,2,Breakfast,7,6
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,14,0,0,23,23,48,17,363,77,N,Y,0.375,0.5,0.333333333,3,Breakfast,5,5
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,16,0,0,23,23,53,19,363,77,N,Y,0.375,0.5,0.333333333,4,Breakfast,4,5
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,16,0,0,22,22,51,18,363,77,N,Y,0.375,0.5,0.333333333,5,Breakfast,4,5
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,16,0,0,23,23,53,19,363,77,N,Y,0.375,0.5,0.333333333,6,Breakfast,8,7
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,16,1,0,23,22,53,19,363,77,N,Y,0.375,0.5,0.333333333,7,Breakfast,5,12
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,16,0,0,22,22,52,18,363,77,N,Y,0.375,0.5,0.333333333,8,Breakfast,7,5
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,15,2,0,22,20,48,17,363,77,N,Y,0.375,0.5,0.333333333,9,Breakfast,8,8
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,16,1,0,20,19,45,16,363,77,N,Y,0.375,0.5,0.333333333,10,Breakfast,4,9
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,15,-,-,-,16,30,11,363,77,N,N,0.375,0.5,0.333333333,11,Breakfast,19,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,16,-,-,-,16,33,12,363,77,N,N,0.375,0.5,0.333333333,12,Breakfast,10,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,14,-,-,-,16,27,10,363,77,N,N,0.375,0.5,0.333333333,13,Breakfast,5,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,13,-,-,-,15,23,8,363,77,N,N,0.375,0.5,0.333333333,14,Breakfast,5,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,14,-,-,-,16,28,10,363,77,N,N,0.375,0.5,0.333333333,15,Breakfast,4,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,15,-,-,-,18,36,13,363,77,N,N,0.375,0.5,0.333333333,16,Breakfast,4,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,17,-,-,-,12,26,9,363,77,N,N,0.375,0.5,0.333333333,17,Breakfast,4,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,12,-,-,-,16,22,8,363,77,N,N,0.375,0.5,0.333333333,18,Breakfast,5,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,14,-,-,-,16,27,10,363,77,N,N,0.375,0.5,0.333333333,19,Breakfast,5,NA
1,5,34,20,M,1,1,7,0,1,1,1,0,0,0,0,15,-,-,-,14,24,9,363,77,N,N,0.375,0.5,0.333333333,20,Breakfast,4,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,5,6,9,29,14,40,14,510,78,N,Y,1,1,1,1,Breakfast,11,31
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,7,0,9,29,20,45,16,510,78,N,Y,1,1,1,2,Breakfast,14,13
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,10,0,3,27,24,48,17,510,78,N,Y,1,1,1,3,Breakfast,8,7
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,10,0,6,29,23,53,19,510,78,N,Y,1,1,1,4,Breakfast,7,6
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,10,0,3,28,25,51,18,510,78,N,Y,1,1,1,5,Breakfast,10,6
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,10,0,6,29,23,53,19,510,78,N,Y,1,1,1,6,Breakfast,4,6
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,10,0,6,29,23,53,19,510,78,N,Y,1,1,1,7,Breakfast,5,6
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,10,0,3,28,25,52,18,510,78,N,Y,1,1,1,8,Breakfast,20,7
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,7,0,18,30,12,48,17,510,78,N,Y,1,1,1,9,Breakfast,6,8
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,10,0,0,26,26,45,16,510,78,N,Y,1,1,1,10,Breakfast,5,11
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,31,30,11,510,78,N,N,1,1,1,11,Breakfast,33,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,32,33,12,510,78,N,N,1,1,1,12,Breakfast,14,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,5,-,-,-,25,27,10,510,78,N,N,1,1,1,13,Breakfast,9,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,28,23,8,510,78,N,N,1,1,1,14,Breakfast,5,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,30,28,10,510,78,N,N,1,1,1,15,Breakfast,8,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,33,36,13,510,78,N,N,1,1,1,16,Breakfast,7,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,29,26,9,510,78,N,N,1,1,1,17,Breakfast,5,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,28,22,8,510,78,N,N,1,1,1,18,Breakfast,5,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,30,27,10,510,78,N,N,1,1,1,19,Breakfast,3,NA
1,5,26,20,F,0,1,4,1,1,1,1,1,1,1,1,0,-,-,-,29,24,9,510,78,N,N,1,1,1,20,Breakfast,5,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,10,1,4,24,19,40,14,468,79,N,Y,0.625,0.5,0.666666667,1,Breakfast,9,20
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,10,2,0,26,24,45,16,468,79,N,Y,0.625,0.5,0.666666667,2,Breakfast,7,12
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,12,1,0,25,24,48,17,468,79,N,Y,0.625,0.5,0.666666667,3,Breakfast,6,9
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,15,3,0,24,21,53,19,468,79,N,Y,0.625,0.5,0.666666667,4,Breakfast,4,9
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,11,0,3,27,24,51,18,468,79,N,Y,0.625,0.5,0.666666667,5,Breakfast,5,9
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,13,1,0,26,25,53,19,468,79,N,Y,0.625,0.5,0.666666667,6,Breakfast,7,11
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,13,1,0,26,25,53,19,468,79,N,Y,0.625,0.5,0.666666667,7,Breakfast,7,8
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,13,1,0,25,24,52,18,468,79,N,Y,0.625,0.5,0.666666667,8,Breakfast,3,6
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,13,3,0,24,21,48,17,468,79,N,Y,0.625,0.5,0.666666667,9,Breakfast,5,12
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,7,0,3,29,26,45,16,468,79,N,Y,0.625,0.5,0.666666667,10,Breakfast,9,6
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,10,-,-,-,21,30,11,468,79,N,N,0.625,0.5,0.666666667,11,Breakfast,31,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,10,-,-,-,22,33,12,468,79,N,N,0.625,0.5,0.666666667,12,Breakfast,6,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,0,-,-,-,30,27,10,468,79,N,N,0.625,0.5,0.666666667,13,Breakfast,4,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,5,-,-,-,23,23,8,468,79,N,N,0.625,0.5,0.666666667,14,Breakfast,3,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,8,-,-,-,22,28,10,468,79,N,N,0.625,0.5,0.666666667,15,Breakfast,5,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,15,-,-,-,18,36,13,468,79,N,N,0.625,0.5,0.666666667,16,Breakfast,5,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,0,-,-,-,29,26,9,468,79,N,N,0.625,0.5,0.666666667,17,Breakfast,4,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,5,-,-,-,23,22,8,468,79,N,N,0.625,0.5,0.666666667,18,Breakfast,4,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,8,-,-,-,22,27,10,468,79,N,N,0.625,0.5,0.666666667,19,Breakfast,3,NA
1,5,27,20,F,1,1,2,1,1,1,1,0,0,1,0,4,-,-,-,25,24,9,468,79,N,N,0.625,0.5,0.666666667,20,Breakfast,6,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,10,1,4,24,19,40,14,473,80,N,Y,0.875,0.5,1,1,Breakfast,11,28
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,12,1,0,24,23,45,16,473,80,N,Y,0.875,0.5,1,2,Breakfast,17,19
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,12,0,0,25,25,48,17,473,80,N,Y,0.875,0.5,1,3,Breakfast,5,14
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,12,0,3,27,24,53,19,473,80,N,Y,0.875,0.5,1,4,Breakfast,12,12
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,14,2,0,24,22,51,18,473,80,N,Y,0.875,0.5,1,5,Breakfast,5,16
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,14,1,0,25,24,53,19,473,80,N,Y,0.875,0.5,1,6,Breakfast,5,13
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,14,0,0,25,25,53,19,473,80,N,Y,0.875,0.5,1,7,Breakfast,5,8
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,13,0,0,25,25,52,18,473,80,N,Y,0.875,0.5,1,8,Breakfast,4,10
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,13,1,0,24,23,48,17,473,80,N,Y,0.875,0.5,1,9,Breakfast,7,10
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,12,0,0,24,24,45,16,473,80,N,Y,0.875,0.5,1,10,Breakfast,6,9
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,5,-,-,-,26,30,11,473,80,N,N,0.875,0.5,1,11,Breakfast,26,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,7,-,-,-,25,33,12,473,80,N,N,0.875,0.5,1,12,Breakfast,9,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,8,-,-,-,22,27,10,473,80,N,N,0.875,0.5,1,13,Breakfast,6,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,5,-,-,-,23,23,8,473,80,N,N,0.875,0.5,1,14,Breakfast,5,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,6,-,-,-,24,28,10,473,80,N,N,0.875,0.5,1,15,Breakfast,5,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,6,-,-,-,27,36,13,473,80,N,N,0.875,0.5,1,16,Breakfast,4,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,9,-,-,-,20,26,9,473,80,N,N,0.875,0.5,1,17,Breakfast,9,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,5,-,-,-,23,22,8,473,80,N,N,0.875,0.5,1,18,Breakfast,6,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,5,-,-,-,25,27,10,473,80,N,N,0.875,0.5,1,19,Breakfast,3,NA
1,5,16,20,F,1,1,1,1,1,1,1,0,1,1,1,5,-,-,-,24,24,9,473,80,N,N,0.875,0.5,1,20,Breakfast,4,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,4,21,17,17,6,380,81,N,Y,1,1,1,1,Breakfast,6,18
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,10,22,12,20,7,380,81,N,Y,1,1,1,2,Breakfast,3,5
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,4,22,18,19,7,380,81,N,Y,1,1,1,3,Breakfast,3,4
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,6,22,16,19,7,380,81,N,Y,1,1,1,4,Breakfast,4,5
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,12,22,10,19,7,380,81,N,Y,1,1,1,5,Breakfast,3,5
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,4,21,17,16,6,380,81,N,Y,1,1,1,6,Breakfast,12,7
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,10,22,12,21,7,380,81,N,Y,1,1,1,7,Breakfast,6,5
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,2,20,18,14,5,380,81,N,Y,1,1,1,8,Breakfast,4,4
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,2,19,17,11,4,380,81,N,Y,1,1,1,9,Breakfast,5,7
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,0,4,19,15,10,4,380,81,N,Y,1,1,1,10,Breakfast,5,13
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,-,-,-,23,23,8,380,81,N,N,1,1,1,11,Breakfast,11,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,-,-,-,24,24,9,380,81,N,N,1,1,1,12,Breakfast,6,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,-,-,-,23,22,8,380,81,N,N,1,1,1,13,Breakfast,5,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,-,-,-,24,26,9,380,81,N,N,1,1,1,14,Breakfast,5,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,6,-,-,-,24,27,10,380,81,N,N,1,1,1,15,Breakfast,7,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,6,-,-,-,21,19,7,380,81,N,N,1,1,1,16,Breakfast,4,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,4,-,-,-,22,16,6,380,81,N,N,1,1,1,17,Breakfast,3,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,-,-,-,20,14,5,380,81,N,N,1,1,1,18,Breakfast,4,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,-,-,-,26,30,11,380,81,N,N,1,1,1,19,Breakfast,5,NA
1,5,24,21,F,1,1,2,1,1,1,1,1,1,1,1,5,-,-,-,21,18,6,380,81,N,N,1,1,1,20,Breakfast,5,NA
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,4,0,4,22,18,17,6,393,82,N,Y,0.5,0,0.666666667,1,Breakfast,16,24
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,4,0,6,23,17,20,7,393,82,N,Y,0.5,0,0.666666667,2,Breakfast,11,11
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,5,0,4,22,18,19,7,393,82,N,Y,0.5,0,0.666666667,3,Breakfast,4,13
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,4,0,6,23,17,19,7,393,82,N,Y,0.5,0,0.666666667,4,Breakfast,11,9
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,5,0,2,22,20,19,7,393,82,N,Y,0.5,0,0.666666667,5,Breakfast,4,8
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,5,0,4,21,17,16,6,393,82,N,Y,0.5,0,0.666666667,6,Breakfast,5,22
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,4,0,4,23,19,21,7,393,82,N,Y,0.5,0,0.666666667,7,Breakfast,4,8
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,4,0,4,21,17,14,5,393,82,N,Y,0.5,0,0.666666667,8,Breakfast,5,16
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,2,0,20,22,2,11,4,393,82,N,Y,0.5,0,0.666666667,9,Breakfast,7,8
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,0,0,2,24,22,10,4,393,82,N,Y,0.5,0,0.666666667,10,Breakfast,8,7
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,8,-,-,-,20,23,8,393,82,N,N,0.5,0,0.666666667,11,Breakfast,42,NA
1,5,30,21,M,1,1,2,0,1,1,0,0,1,1,0,10,-,-,-,19,24,9,393,82,N,N,0.5,0,0.666666667,12,Breakfast,6,NA
