"omega1","lambda","gamma","pbeta"
0.21535583196124,0.0534954204932907,0.0391775525906574,0.990891663292867
0.425994974953499,0.0517772882452284,0.0640283282332874,0.992297899937257
0.27816335074741,0.0594955242285853,0.269276642912219,0.989323891235313
0.81406972950137,0.0605385390196166,0.0193910922023766,0.990234072024787
0.435643902512109,0.054226202326871,0.0700958494744383,0.987893612130915
0.921697115015989,0.0498813996463779,0.0652701877802938,0.991299580900614
0.721452738490553,0.0528479064469623,0.0518255655092018,0.952672036420787
0.119883923660771,0.0538594421802242,0.0800870723665612,0.994053570900966
0.324464763571975,0.0639464197668283,0.156830485559404,0.868664827947523
0.70422826171006,0.0579807929666147,0.107620921111219,0.99236359517668
0.101720019394534,0.0618736679590257,0.146238460904348,0.941952584944388
0.127906305718904,0.0599137170047023,0.117418742202317,0.996439734341689
0.808775723601429,0.0550602775332239,0.114506386775115,0.975358916982271
0.91921570151188,0.0455327290714571,0.0613792602963968,0.986940855566138
0.893878127221301,0.0595763072645081,0.0628782986526108,0.98907152579776
0.113213686685094,0.0546615464925839,0.07132758160585,0.990464739079046
0.906349180790668,0.0570627548847883,0.931242848851239,0.968836003235714
0.916584038536475,0.0513679065503552,0.187205908035421,0.986539572173607
0.943802369632009,0.0630870560850039,0.0961440678087415,0.912002061048314
0.435797802987525,0.0619703455925517,0.0597519845350262,0.990694167835492
0.916298581690042,0.0472465846844731,0.0242959272589521,0.990953610422371
0.903385097009456,0.0571350313885554,0.612342646758534,0.992863576401019
0.954357709288593,0.240757491479685,0.643954766818734,0.060324487416656
0.921680808522988,0.058325024179116,0.0387620384490698,0.98422856185278
0.921085810653052,0.168174661586743,0.040783498195314,0.575230735543667
0.72119028761572,0.0753976129374131,0.0498612249922504,0.831534797965149
0.118280613409139,0.0533754605057429,0.102508295568326,0.994389913060877
0.0966275192702066,0.0532787931177181,0.770890390706082,0.596870756302495
0.242404754530534,0.0589000059823437,0.278551981112534,0.990089143795995
0.816351018769966,0.0566447506209541,0.143970091755458,0.996815635241321
0.253222613878691,0.587748879676875,0.515633568933324,0.0885683979138168
0.231517789936085,0.198988841971878,0.211845857576096,0.274783260632835
0.305513896629547,0.0785624094180663,0.0941696876713721,0.935551430542355
0.118236881291971,0.107616947159898,0.0874209937913397,0.426749562609979
0.913560037586703,0.0536868833797132,0.192198556309096,0.984226668974865
0.0724952619470908,0.0401427898828379,0.990255826834253,0.69437320727514
0.233091288721739,0.0597458418208247,0.507792590041481,0.97691596106221
0.288333535141121,0.0647205382291291,0.613510554716584,0.896217910358261
0.0706333646285447,0.0982252728178211,0.0594160404941298,0.423723313492364
0.912573964833907,0.0650663942548006,0.0789985200138866,0.96495030176111
0.455307355932312,0.103405604187178,0.107765401082968,0.597262159055111
0.913575680300652,0.0522027374588906,0.395214133934799,0.989840832602423
0.201823438581479,0.0521201553803343,0.0458534532577328,0.952806847463086
0.924426971619028,0.0482585387224168,0.0980913967970192,0.992763765447358
0.733736196295964,0.057212952590944,0.0347606433805838,0.990770607100804
0.896469275932361,0.055223575601545,0.419390787191362,0.991239536112217
0.932169166108823,0.0941448270645381,0.717904096470154,0.871939900863794
0.419497810936142,0.2410028283114,0.178488469864491,0.326309791000554
0.0868703338604034,0.0559063586685873,0.907252483012832,0.969500157337559
0.911341923732911,0.057098101311322,0.337810652764841,0.987188660153285
0.60534180098508,0.0595032142292673,0.95614886180021,0.991213657198242
0.256639810429438,0.059568708392488,0.946437702220348,0.985608177551583
0.211881622754049,0.0668272566703739,0.625927676184882,0.855461758022025
0.58323607795953,0.269735329792446,0.0793820873510127,0.706640077321366
0.918698879840837,0.0549049778395801,0.16904613233482,0.994491174702158
0.937751077451241,0.0608070445227682,0.0519267631990487,0.856093073748064
0.13290995721395,0.0527794273960158,0.0378234239628489,0.991728766087298
0.396832412145835,0.0566178993625891,0.20458376386688,0.983935891643312
0.274397941463045,0.0577225137636438,0.0291829482801198,0.950401262771559
0.295014497086521,0.0573554715902514,0.113381582975887,0.989241770464559
0.283195647731655,0.0562202258216657,0.0470172782443026,0.988059386408078
0.106363709962521,0.0621351835864053,0.124977259167083,0.987532506896009
0.901749381656572,0.0636576605399529,0.0579040230159657,0.986701325666588
0.118510198486207,0.0568879421485732,0.43641041293457,0.982808396676161
0.428752171545798,0.0749704037316449,0.943153482454631,0.777937460643261
0.915816853825496,0.0548245608484937,0.474906260315617,0.986763734669582
0.375245397222604,0.054230113184788,0.0385239730794498,0.990985186295332
0.923094579729313,0.133604324703776,0.793954774442968,0.176441895166585
0.387198774298743,0.0541984538553288,0.445248277310655,0.987677816247271
0.162253323968579,0.0514187135155815,0.272323453261934,0.980385537716067
0.918254254440857,0.0568392883771846,0.951596616426108,0.988983109835804
0.256506808756103,0.0555585732685458,0.076961850316847,0.989900158651073
0.92915536847331,0.047425137321512,0.0397069164734459,0.988683571038666
0.924121131875071,0.0539216693433428,0.0413363823085651,0.990780087474032
0.33210555455859,0.0539853805447542,0.420888027198024,0.988121074251419
0.510863676136605,0.0553660287270098,0.270558895758988,0.98788696993319
0.464900583023853,0.0571830133848293,0.0747971313863436,0.980008974499432
0.742863884091248,0.0892752964981402,0.870165811573375,0.762642815893276
0.0875072898503812,0.141558908149499,0.585087736124545,0.468216664558751
0.356204487587469,0.0671304347254212,0.948851680179823,0.970281135304562
0.20437134489787,0.103564347708633,0.0987133871690826,0.557466762012408
0.457670945704117,0.116415447557355,0.57584574729151,0.790021081573443
0.266455733652555,0.0563386956255585,0.0514834359055275,0.990767510214908
0.908611755587712,0.059013153421732,0.0183653665486868,0.992204642084119
0.928444357253887,0.0518540732621706,0.0387463164838349,0.989779081060242
0.265949632182251,0.0519460056443203,0.0771700842931899,0.984387452650778
0.903618321066531,0.049112390731609,0.0525366807425448,0.993409425077722
0.0910081112439166,0.0528316595185736,0.70576760473877,0.69826306418502
0.903648464717656,0.0521652652279343,0.0388160208158854,0.995579619443765
0.157338195084743,0.0560663441169885,0.422985738509925,0.994959977071705
0.113291744330155,0.0536553501083545,0.0493796628390924,0.988437986633719
0.903586215574308,0.059889645073407,0.915845177736819,0.989465864507744
0.91114135765676,0.0525641267610692,0.915530377020671,0.986329998763172
0.919131724845908,0.0521608892703711,0.0576352676230459,0.990699999295532
0.981170880543141,0.0812263525158876,0.0356079807813065,0.458832511387999
0.263883854535084,0.0620062502470496,0.071687482055714,0.993763964422782
0.583531744158845,0.0594280168719763,0.0859317779202732,0.905502395944764
0.145592567484052,0.0611601371923021,0.0887473494714422,0.939812973765908
0.181149230768592,0.0539113581017291,0.322331258106725,0.983799622516324
0.92580436522321,0.0564518390828567,0.0545427605614984,0.993167464333168
0.435830397156638,0.0570772955835393,0.0283740672359305,0.992908280616528
0.0977952114264933,0.0566150907734092,0.584979438749939,0.922714709584071
0.0797237943155694,0.76402634827038,0.996499218665654,0.703323282881748
0.239228346938765,0.0551711258135465,0.133550344393126,0.945883934364399
0.0748889777527479,0.873119228484692,0.235465446513351,0.684643205586558
0.916302281973489,0.0532737058542292,0.0233125720262687,0.988509950823714
0.166490341889049,0.0502146054418945,0.937519471299473,0.86762368958686
0.721805317231715,0.0648985796846658,0.0782614721904877,0.981576338214114
0.932648285710837,0.0680443076449274,0.361235775272081,0.918546796899389
0.150757949821636,0.0563405211117679,0.921454066789546,0.944150721616637
0.203536064030154,0.0474855836613692,0.950969993189398,0.987960272623603
0.310118795267509,0.0591773542454174,0.0563294181758028,0.989645579256467
0.556928231058075,0.059308562752938,0.0351674947676356,0.989732841155568
0.309920701940936,0.0566247104794335,0.05335840011638,0.984746944191398
