"omega1","lambda","gamma","pbeta"
0.92399057793616,0.0577403453598574,0.0413131179405218,0.991637024504141
0.629406807315896,0.0574027655510945,0.0553841256462295,0.940748173107981
0.266157015730541,0.0577110061535424,0.0811542894835019,0.99358872240528
0.397318314871918,0.0735722759571063,0.117276126971587,0.852558387822094
0.220444569922473,0.0572051504132333,0.0867579590868578,0.992532590390509
0.143606235990707,0.0543190541613325,0.0708973995566147,0.931831454636161
0.144629389674806,0.0524049806815492,0.142618722820722,0.995399409322369
0.891435498860557,0.0567849799241162,0.117135791710662,0.964520089998651
0.438474599553046,0.05114399171316,0.0654755811255408,0.987702676663955
0.899371208990198,0.0540280319011696,0.0502690690081724,0.989979869142037
0.923531396750142,0.051698333040378,0.0629974066597767,0.99002908862297
0.827911778642407,0.0597063170156732,0.930474757581408,0.96900847971525
0.341419142782462,0.0577199005988056,0.0884318474408962,0.985856783381266
0.938064881105283,0.0638896503159217,0.0975937522097525,0.923448437918837
0.409356502995538,0.0644295081032805,0.0891667719881283,0.991299792520231
0.911050645812765,0.0555055097818023,0.024475990755229,0.991160700384212
0.351115529003629,0.057639986137324,0.613410737642694,0.992888449763944
0.954347066069914,0.215340784607505,0.553333688689685,0.0650167012730606
0.914282901675951,0.0568476844693165,0.0373458004432056,0.982876433993764
0.919329154391515,0.170585826165126,0.0408549549308681,0.588478878060668
0.742487780493752,0.0732586707978266,0.0546029735706183,0.869676369375304
0.299889992793166,0.0533856390134104,0.033011205867105,0.993541913886379
0.26977875227961,0.52760806096794,0.774547651979086,0.639126119134071
0.179669889731289,0.0541761208137192,0.274374039775363,0.990923109971962
0.833637881060981,0.0571767061596863,0.14487275020726,0.996136761640937
0.123174722901676,0.361738527703765,0.883728957663601,0.0788411281472252
0.212088627799865,0.350195933937164,0.215978303555404,0.151441004536064
0.527768124134859,0.0914616568845415,0.0828524513605521,0.942688792362115
0.108590637827408,0.098972653328328,0.25732890617331,0.419564348252275
0.901503029265655,0.0561938688271316,0.167766202192424,0.985914539522773
0.0658194295881625,0.0434455066291723,0.985526905481924,0.697848726303648
0.103938935901878,0.0544678354188403,0.500861229496621,0.97818304349804
0.498758405405898,0.0595458905167848,0.556296091730451,0.909271509556268
0.0917105061089204,0.085995460748899,0.0618375833710192,0.41072430546466
0.893854886345631,0.0579909175100399,0.0608229134464565,0.967845989806251
0.508440770383614,0.0907805223934882,0.160992498591628,0.619518020686651
0.910669338132649,0.0546706714594095,0.332090654299026,0.99068840573552
0.626981125109455,0.054102370423661,0.0460977985648982,0.957721373587058
0.414090666408576,0.0515575308893523,0.0987046467102188,0.993349354693679
0.914355989404231,0.0500842843405963,0.0336150484490125,0.990534476634338
0.33900856103417,0.0572333641950935,0.420331063315092,0.991951705330732
0.922240623509592,0.089931863419082,0.584907904688021,0.900110527091246
0.342820870564079,0.24598745752982,0.303624374106717,0.324333409070135
0.166355456997869,0.0590793752378188,0.904438339063957,0.970887214676483
0.666115735539272,0.0566922827731226,0.324783088588787,0.984815834594284
0.484272544023529,0.0572932886390137,0.955743627539162,0.991991408561663
0.218194359533291,0.0567947709490132,0.944806168572952,0.984185079656573
0.116913637276846,0.0613626259335697,0.605517704779841,0.820441589611105
0.713568465983981,0.250292365262339,0.0851546796314925,0.707823891981037
0.576288819549003,0.0621309957640439,0.168551111269165,0.994623206933648
0.9418810429705,0.0569178869594538,0.0561135766504903,0.861595900587116
0.52787963354616,0.0548947830247952,0.030772022075907,0.991126212471214
0.196192046665293,0.0551075939934698,0.279312880888878,0.983788161928301
0.105134411382094,0.0573932981265225,0.0274967746279605,0.95164071968289
0.918817250522301,0.0535031497330217,0.115722099119705,0.988289906265802
0.287814430629684,0.0527491770227702,0.0503123819341466,0.987311907621023
0.156845773806056,0.0535956613455663,0.135836045453969,0.985315325968723
0.561795189267371,0.0601447208885388,0.0622036517397332,0.986602495803609
0.351008702910461,0.0521481878383089,0.455615287457159,0.979646533856375
0.489122413636059,0.07081943996112,0.945062443407336,0.785581034933445
0.785006666878455,0.0593535337476826,0.503532287792552,0.988890713418836
0.653982043793451,0.0577462650966125,0.0410722797930869,0.990804213486157
0.938226580331914,0.133278258599276,0.794064631853555,0.100397911252377
0.261483934583399,0.0571644219387242,0.450749331879957,0.988402873042492
0.149824097320038,0.0546508554307578,0.286377660821621,0.979243299694663
0.237376290573995,0.059957784583198,0.952744775605959,0.990375420377264
0.443177607402938,0.0529553007293355,0.0839861436461697,0.988092014220574
0.908748072629849,0.0579478072339681,0.0424326538934568,0.990908147406799
0.920758623435435,0.05282029402114,0.0442061190673248,0.99195805848229
0.196236583902437,0.0571917044270088,0.418359987701768,0.987993525256182
0.850271719521285,0.0566851510001266,0.264100114780971,0.987069780179585
0.297947419074256,0.0575293008553529,0.0777314483927387,0.978553078279118
0.687240101082722,0.080003344999308,0.848746352860181,0.748974483486338
0.0878898114828801,0.218950963389286,0.597088562241049,0.444766958320488
0.21089352335631,0.0621971308354047,0.947954932829321,0.967782127076442
0.322852890512802,0.183378458557363,0.18330233656804,0.59254227517016
0.375805653538955,0.0990604205575226,0.590129401749611,0.734135975366416
0.907075815261021,0.0489281798356833,0.0511888635082441,0.990711091369156
0.90613725492682,0.0617774262960419,0.018968527112021,0.992581406900519
0.906103131798737,0.0549197741735699,0.0352381006837426,0.991143430282064
0.372869386034081,0.0547803318739754,0.075138901179088,0.985813147427266
0.913565242501886,0.0485261562075887,0.0490705979991262,0.993647673383319
0.122764658127341,0.0524339100641982,0.706479587420336,0.690853514994332
0.896435205724142,0.0494453663774419,0.0347119839687908,0.99439421923512
0.230123529589272,0.0569153743453801,0.417879650811784,0.994878677306646
0.605453475195187,0.052430886581729,0.0448698195339942,0.988538825731678
0.908784911778009,0.0549862412800954,0.915552894046875,0.989644670632557
0.898740499915468,0.0548035637299841,0.913162698782997,0.987785829300513
0.840969649270672,0.0599837211865339,0.0561979286056241,0.988793417498799
0.980240644512136,0.0791286595691513,0.0364210652671731,0.456506749416332
0.389858170824892,0.057491385998942,0.037784037510593,0.994722556810029
0.90419386505292,0.0568145742787058,0.146449170197367,0.92214566721431
0.438252497524391,0.0515305259443946,0.0767627681984664,0.936213819744926
0.285818008579906,0.0621680439970287,0.328827151038988,0.985098870629402
0.41879810890551,0.0537400506355961,0.0524904916778389,0.993050775877972
0.916368259547282,0.0499079083181666,0.0408753993853702,0.991506046621254
0.107217551327815,0.0560645378261299,0.569833390941761,0.938200505487905
0.0901002102217737,0.717497079757506,0.996469336858756,0.697258535995876
0.176915869601271,0.0643144183086385,0.133847935829487,0.959254594663158
0.0721340745593084,0.883799541920839,0.230725042675686,0.690510682336822
0.91895321756544,0.054409675144999,0.0333579646516,0.990304772693899
0.134412359655029,0.0552635551312416,0.934262676988836,0.892349684350071
0.34135039504162,0.0605763744638858,0.0784958626289193,0.982212635792443
0.931427070585556,0.0759876156532238,0.360086498297759,0.916971161077107
0.228095992777524,0.0598844296361403,0.929445029396823,0.957852155827425
0.089481341962001,0.0557317589315163,0.951765406000055,0.987798274177762
0.146859137304277,0.0466649487175288,0.042272292230045,0.987054676354367
0.358344490925018,0.0566130761845883,0.034244356664893,0.98996115257478
0.159978513766496,0.0605818089666001,0.123871683491035,0.984292504158281
