"UniqueID","omega1","lambda","gamma","pbeta","Condition","Gender","BreakfastToday","BreakfastUsually","HowHungry","Punishment.First","GroupHunger","Condition.Name"
"Original 2",0.619329831705689,0.0900375071343805,0.201036064960714,0.914022295406047,1,"F",1,1,1,"Y",4.25,"Breakfast"
"Original 20",0.274837153856902,0.073379108255828,0.240998019814212,0.883871563105252,0,"F",0,1,5,"Y",5,"No Breakfast"
"Original 21",0.595220873010914,0.0959289079903931,0.594993008397161,0.810832906697008,0,"M",0,1,6,"Y",6.25,"No Breakfast"
"Original 22",0.210362698162246,0.510722814373913,0.0878253543487156,0.400077573283753,0,"M",0,1,8,"Y",6.25,"No Breakfast"
"Original 23",0.0833577574989025,0.0632988652141217,0.944909084191302,0.791893975084014,0,"F",0,1,5,"Y",6.25,"No Breakfast"
"Original 24",0.484370353372494,0.207392233799649,0.0724549819878131,0.762045978731574,0,"M",0,1,6,"Y",6.25,"No Breakfast"
"Original 25",0.0980717484358524,0.0871111541435113,0.80569527695968,0.564545844503917,0,"F",0,1,5,"Y",5.25,"No Breakfast"
"Original 26",0.915592093957674,0.0975848240240395,0.461292079085531,0.923877360136127,0,"M",0,1,7,"Y",5.25,"No Breakfast"
"Original 27",0.0792008216301728,0.888976258590273,0.0871033280630249,0.0340497898353751,0,"F",0,0,4,"Y",5.25,"No Breakfast"
"Original 28",0.935631516181524,0.0394583475106103,0.981539353110398,0.980774782275142,0,"F",0,0,5,"Y",5.25,"No Breakfast"
"Original 29",0.913373173200707,0.0587285320800618,0.739585927272314,0.970678379987843,0,"M",0,1,2,"Y",3.75,"No Breakfast"
"Original 3",0.0826204804796631,0.472317784484431,0.854029973062813,0.0916823863161572,1,"M",0,1,8,"Y",4.25,"Breakfast"
"Original 30",0.602082638746627,0.187429280872249,0.19534563985811,0.562996419420834,0,"F",0,0,3,"Y",3.75,"No Breakfast"
"Original 31",0.19465103969834,0.102034253712867,0.941548614540583,0.533630934278718,0,"F",0,1,5,"Y",3.75,"No Breakfast"
"Original 32",0.898607071242588,0.174085030036481,0.902510630889979,0.795727008180604,0,"F",0,1,5,"Y",3.75,"No Breakfast"
"Original 33",0.917582837127365,0.0413480798839028,0.970748427350914,0.973986973714184,0,"F",0,1,9,"Y",6,"No Breakfast"
"Original 34",0.0670901350117162,0.892454660282533,0.182412328925041,0.035970264568197,0,"M",0,1,2,"Y",6,"No Breakfast"
"Original 35",0.895200301941147,0.0996210159451973,0.415942899562131,0.950126458714255,0,"M",0,1,5,"Y",6,"No Breakfast"
"Original 36",0.674728899599218,0.132358541838723,0.515302535082251,0.727259176153545,0,"M",0,1,8,"Y",6,"No Breakfast"
"Original 37",0.417086049791067,0.350468280750039,0.201643525104872,0.580559315417505,1,"M",1,1,7,"Y",4.5,"Breakfast"
"Original 38",0.216836918554336,0.294323662431507,0.14180847216606,0.266938478059438,1,"M",1,1,2,"Y",4.5,"Breakfast"
"Original 39",0.101101026987765,0.801987402526596,0.0807145053175819,0.0695564868967522,1,"M",1,1,8,"Y",4.5,"Breakfast"
"Original 4",0.419250787101424,0.362558896207138,0.377528730040743,0.833797456251845,1,"F",0,0,3,"Y",4.25,"Breakfast"
"Original 40",0.783376460620068,0.0777290841969925,0.524894622707156,0.920646536125371,1,"F",1,1,1,"Y",4.5,"Breakfast"
"Original 41",0.0928667550579172,0.282272099716069,0.518073077542077,0.158486355835198,1,"F",1,1,2,"Y",4.25,"Breakfast"
"Original 42",0.915188393757362,0.0933135594010137,0.747543883254432,0.95634079753122,1,"M",1,1,4,"Y",4.25,"Breakfast"
"Original 43",0.0695741206516304,0.899661651046392,0.253181239211656,0.139438942205134,1,"F",1,0,7,"Y",4.25,"Breakfast"
"Original 44",0.0922521647982857,0.506035538585446,0.920162335099168,0.0920124913054332,1,"F",1,1,4,"Y",4.25,"Breakfast"
"Original 45",0.928622543696773,0.163161321482089,0.651159853320576,0.904785033683479,1,"M",0,0,7,"Y",4.25,"Breakfast"
"Original 46",0.955159689188968,0.0135639254292497,0.582444744916757,0.971752841248052,1,"F",1,1,1,"Y",4.25,"Breakfast"
"Original 47",0.106976099357592,0.592223589199403,0.925927151063596,0.0866941695279718,1,"F",1,1,7,"Y",4.25,"Breakfast"
"Original 48",0.306202881282177,0.0705220092943162,0.822088495871504,0.844089849340929,1,"M",1,0,2,"Y",4.25,"Breakfast"
"Original 49",0.924105994044345,0.0612687210346432,0.604303212888221,0.976761753869616,1,"M",1,0,1,"Y",1.75,"Breakfast"
"Original 5",0.190266275571243,0.290750888774765,0.215362125899672,0.194888850978484,1,"M",0,0,9,"Y",4.25,"Breakfast"
"Original 50",0.342068402428641,0.0667229663882763,0.0945318209997469,0.949790850580958,1,"M",1,1,2,"Y",1.75,"Breakfast"
"Original 51",0.0774707868372194,0.737191712556233,0.99407116766874,0.683420876415892,1,"F",1,1,2,"Y",1.75,"Breakfast"
"Original 52",0.345156507441559,0.350526958220618,0.219336406981337,0.226824912161984,1,"F",1,0,2,"Y",1.75,"Breakfast"
"Original 53",0.0908125092832625,0.522801610714265,0.159070971784174,0.0586516769379066,1,"F",1,0,2,"Y",3.25,"Breakfast"
"Original 54",0.903078636219421,0.0639619802126611,0.909645572615668,0.961035233218153,1,"M",1,1,7,"Y",3.25,"Breakfast"
"Original 55",0.155206446087814,0.0769535698029718,0.920421303382961,0.547240254242312,1,"F",1,1,1,"Y",3.25,"Breakfast"
"Original 56",0.193468865606998,0.280513408843153,0.44328274904775,0.29852575878552,1,"M",1,1,3,"Y",3.25,"Breakfast"
"Original 57",0.92567949458149,0.0369829233645691,0.994655930017963,0.989683001316133,0,"F",0,1,8,"Y",5.5,"No Breakfast"
"Original 58",0.905919861579922,0.145802425447431,0.190990229582763,0.660480058789271,0,"F",0,0,4,"Y",5.5,"No Breakfast"
"Original 59",0.301320529078785,0.0716865190313535,0.594955879443635,0.838134589927538,0,"F",0,1,5,"Y",5.5,"No Breakfast"
"Original 6",0.911570710083555,0.0471027967137961,0.496440608451328,0.925178365074055,1,"F",0,1,6,"Y",4.25,"Breakfast"
"Original 60",0.582852191496569,0.217662067168034,0.100545724112928,0.537452501978324,0,"F",0,1,5,"Y",5.5,"No Breakfast"
"Original 61",0.0904564851138884,0.522688106475252,0.935341535426997,0.0672717648535421,0,"F",0,1,5,"Y",5.75,"No Breakfast"
"Original 62",0.0979064827522715,0.134423669944225,0.0927613900235228,0.395130795535487,0,"M",0,1,8,"Y",5.75,"No Breakfast"
"Original 63",0.915124646591092,0.0669511879862366,0.740345614341377,0.965093934285771,0,"M",0,1,7,"Y",5.75,"No Breakfast"
"Original 64",0.161591947245653,0.0533987136276706,0.989778794411912,0.720948965611299,0,"M",0,1,3,"Y",5.75,"No Breakfast"
"Original 65",0.212374017237211,0.25764024682559,0.206901198428895,0.16964751789671,0,"F",0,1,8,"Y",6.5,"No Breakfast"
"Original 66",0.103700637642317,0.279763856477321,0.127721173889353,0.317344638161616,0,"M",0,1,4,"Y",6.5,"No Breakfast"
"Original 67",0.132307661446931,0.0866018958116249,0.880702432366386,0.373049590171562,0,"F",0,1,7,"Y",6.5,"No Breakfast"
"Original 68",0.255036141166769,0.118144617034113,0.103725820274068,0.658381657749556,0,"F",0,1,7,"Y",6.5,"No Breakfast"
"Original 69",0.898499416076777,0.0486630060338084,0.470316152309607,0.978963987928361,0,"M",0,1,7,"Y",5.25,"No Breakfast"
"Original 7",0.0953759443897346,0.455556219768175,0.17894700989833,0.0785684608517391,1,"M",0,0,1,"Y",4.25,"Breakfast"
"Original 70",0.920335059991622,0.0507135485167308,0.729722138898274,0.983453829677687,0,"F",0,1,4,"Y",5.25,"No Breakfast"
"Original 71",0.925034144613514,0.0460964702719718,0.376250082543432,0.98473396773392,0,"M",0,1,6,"Y",5.25,"No Breakfast"
"Original 72",0.970768655504282,0.184997216684681,0.078764014058541,0.0508304020712771,0,"F",0,1,4,"Y",5.25,"No Breakfast"
"Original 73",0.928418142280789,0.266369813570503,0.61444054453513,0.574191098865234,0,"M",0,1,7,"Y",6.5,"No Breakfast"
"Original 74",0.917951937923922,0.0409600062705876,0.0751342941985821,0.966330495269842,0,"F",0,1,5,"Y",6.5,"No Breakfast"
"Original 75",0.0646222947322909,0.84081413697246,0.99121043365874,0.583922676769434,0,"F",0,1,7,"Y",6.5,"No Breakfast"
"Original 76",0.88001768394802,0.141565428671161,0.0855628770395817,0.751568837246532,0,"F",0,1,7,"Y",6.5,"No Breakfast"
"Original 77",0.915356867925427,0.0451338737472318,0.995399034410599,0.985516402627598,1,"M",1,1,7,"N",3.5,"Breakfast"
"Original 78",0.0919202633509742,0.372679957681428,0.939408476408725,0.0699327937981571,1,"F",0,1,4,"N",3.5,"Breakfast"
"Original 79",0.351817562822599,0.0698322469383575,0.841773427567162,0.838769640555711,1,"F",1,1,2,"N",3.5,"Breakfast"
